@relation bach_choral_harmony
@attribute eventNumber numeric
@attribute pitch3 {' NO','YES'}
@attribute pitch4 {' NO','YES'}
@attribute pitch5 {' NO','YES'}
@attribute pitch6 {' NO','YES'}
@attribute pitch7 {' NO','YES'}
@attribute pitch8 {' NO','YES'}
@attribute pitch9 {' NO','YES'}
@attribute pitch10 {' NO','YES'}
@attribute pitch11 {' NO','YES'}
@attribute pitch12 {' NO','YES'}
@attribute pitch13 {' NO','YES'}
@attribute pitch14 {' NO','YES'}
@attribute bass {'A','A#','Ab','B','Bb','C','C#','D','D#','Db','E','Eb','F','F#','G','G#'}
@attribute meter numeric
@attribute class {' A#d',' A#d7',' A_d',' A_m',' A_M',' A_m4',' A_M4',' A_m6',' A_M6',' A_m7',' A_M7',' Abd',' Abm',' AbM',' B_d',' B_d7',' B_m',' B_M',' B_M4',' B_m6',' B_m7',' B_M7',' Bbd',' Bbm',' BbM',' Bbm6',' BbM7',' C#d',' C#d6',' C#d7',' C#m',' C#M',' C#M4',' C#m7',' C#M7',' C_d6',' C_d7',' C_m',' C_M',' C_M4',' C_m6',' C_M6',' C_m7',' C_M7',' D#d',' D#d6',' D#d7',' D#m',' D#M',' D_d7',' D_m',' D_M',' D_M4',' D_m6',' D_M6',' D_m7',' D_M7',' Dbd',' Dbd7',' Dbm',' DbM',' Dbm7',' DbM7',' E_d',' E_m',' E_M',' E_M4',' E_m6',' E_m7',' E_M7',' Ebd',' EbM',' EbM7',' F#d',' F#d7',' F#m',' F#M',' F#M4',' F#m6',' F#m7',' F#M7',' F_d',' F_d7',' F_m',' F_M',' F_M4',' F_m6',' F_M6',' F_m7',' F_M7',' G#d',' G#d7',' G#m',' G#M',' G_d',' G_m',' G_M',' G_M4',' G_m6',' G_M6',' G_m7',' G_M7'}
@data
84,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' D_M'
85,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
86,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
87,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
88,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',4,' C_M7'
89,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','YES',' NO','G',2,' C_M7'
90,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','C',3,' C_M7'
91,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',5,' D_m'
92,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES','D',2,' D_m'
93,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',3,' C_M'
94,'YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','F',2,' C_M'
95,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
96,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES','F',2,' G_M'
97,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',3,' C_M'
98,'YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',2,' C_M'
99,'YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','G',5,' G_M4'
100,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
101,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
1,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_m'
2,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
3,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
4,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_m'
5,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
6,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' G_M'
7,' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES','G',2,' G_M'
8,' NO',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
9,'YES',' NO',' NO',' NO',' NO',' NO','YES','YES',' NO','YES',' NO',' NO','G',2,' G_M'
10,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
11,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
12,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
13,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' A_m'
14,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' A_m'
15,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','E',2,' A_m'
16,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES','D',4,' D_m6'
17,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M'
18,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',2,' E_M'
19,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
20,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_m'
21,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
22,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
23,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_m'
24,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
25,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' G_M'
26,' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES','G',2,' G_M'
27,' NO',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
28,'YES',' NO',' NO',' NO',' NO',' NO','YES','YES',' NO','YES',' NO',' NO','G',2,' G_M'
29,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
30,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
31,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
32,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' A_m'
33,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' A_m'
34,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','E',2,' A_m'
35,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES','D',4,' D_m6'
36,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M7'
37,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',2,' E_M7'
38,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
39,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_m'
40,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES','B',5,' D_m6'
41,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','B',2,' D_m6'
42,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',3,' A_m'
43,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES','D',4,' D_m6'
44,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',2,' E_M'
45,' NO',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' D_m'
46,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',2,' D_m'
47,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',5,' E_M'
48,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M'
49,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
50,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',3,' G_M'
51,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
52,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','B',2,' C_M'
53,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_m'
54,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','G',2,' A_m'
55,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' D_M'
56,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','E',2,' D_M'
57,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','D',3,' D_M'
58,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','D',2,' D_M'
59,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
60,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES','F',3,' G_M7'
61,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',5,' C_M'
62,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',3,' D_m'
63,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES','D',2,' D_m'
64,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO','C',4,' C_M'
65,'YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO','C',2,' C_M'
66,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','B',3,' A_m'
67,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',2,' A_m'
68,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES','B',5,' B_m7'
69,'YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',2,' B_m7'
70,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
71,'YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','D',2,' D_M'
72,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
73,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',3,' E_M'
74,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
75,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' A_m'
76,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' A_m'
77,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','E',2,' A_m'
78,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES','D',4,' D_m6'
79,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M7'
80,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',2,' E_M7'
81,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_M'
1,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
2,' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','C#',2,' D_M'
3,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
4,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
5,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
6,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' F#m'
7,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','YES','G',5,' G_M'
8,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','F#',2,' G_M'
9,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',3,' E_m'
10,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',2,' E_m'
11,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
12,' NO','YES',' NO',' NO',' NO',' NO','YES','YES',' NO','YES',' NO',' NO','F#',2,' F#m'
13,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
14,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' B_m'
15,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' E_m'
16,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
17,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',5,' D_M'
18,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
19,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
20,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','D',2,' D_M'
21,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
22,' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','C#',2,' D_M'
23,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' F#M'
24,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','A#',2,' F#M'
25,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
26,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' B_m'
27,' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES','G',3,' B_m'
28,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',2,' B_m'
29,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','G',3,' A_M7'
30,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO','E',2,' A_M7'
31,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',4,' D_M'
32,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' D_M'
33,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' E_m7'
34,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
35,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',2,' A_M'
36,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',5,' D_M'
37,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
38,' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','C#',2,' D_M'
39,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
40,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
41,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
42,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' F#m'
43,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','YES','G',5,' G_m'
44,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','F#',2,' G_m'
45,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',3,' E_m'
46,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',2,' E_m'
47,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' F#m'
48,' NO','YES',' NO',' NO',' NO',' NO','YES','YES',' NO','YES',' NO',' NO','F#',2,' F#m'
49,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
50,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' B_m'
51,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' E_m7'
52,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
53,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',5,' D_M'
54,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
55,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
56,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','D',2,' D_M'
57,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
58,' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','C#',2,' D_M'
59,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' F#M'
60,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','A#',2,' F#M'
61,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
62,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' B_m'
63,' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO',' NO','YES','G',3,' B_m'
64,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',2,' B_m'
65,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','G',3,' A_M7'
66,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO','E',2,' A_M7'
67,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',4,' D_M'
68,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' D_M'
69,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' E_m7'
70,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
71,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',2,' A_M'
72,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',5,' D_M'
73,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
74,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
75,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','YES','A',2,' G_M'
76,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','G',3,' A_M7'
77,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' A_M7'
78,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','E',3,' A_M7'
79,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',2,' A_M7'
80,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_M4'
81,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES','A',2,' A_M4'
82,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
83,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','A',2,' A_M'
84,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','A#',3,' F#M'
85,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','A#',2,' F#M'
86,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
87,' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES','B',2,' B_m'
88,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',3,' E_m6'
89,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES','E',2,' E_m6'
90,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',3,' F#M'
91,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',2,' F#M'
92,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
93,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','C#',3,' A_M'
94,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',2,' A_M'
95,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',4,' E_M'
96,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO','E',2,' E_M'
97,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' E_M7'
98,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',2,' E_M7'
99,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
100,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',2,' A_M'
101,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' D_M'
102,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','E',2,' D_M'
103,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','D',3,' B_m7'
104,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M'
105,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',2,' E_M'
106,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
107,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
108,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO','YES','G',2,' A_M'
109,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' D_M'
110,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' D_M'
111,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_m'
112,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' B_m'
113,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
114,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',2,' G_M'
115,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' E_m7'
116,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES','E',2,' E_m7'
117,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_M'
118,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO','YES','G',2,' A_M'
119,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' A_M'
120,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','E',2,' A_M'
121,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',5,' D_M'
122,' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','E',2,' D_M'
123,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','D',3,' A_M'
124,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',2,' A_M'
125,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
126,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',2,' D_M'
127,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO','YES','G',4,' G_M'
128,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
129,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
